# metrics table, written by src/reporting.py, subpart d3. two blocks with
# different columns, and the split is the content and not the layout.
# every value is a median with its interquartile range over the seed count in
# the same row, and every row states the evaluation budget and the
# cardinality it was computed at. no cell is one run.

block,objective_space
# hypervolume, igd and spread are computed on the (k, 2m) rows of one
# phi's image. each phi maps the same problem into a different space on a
# different scale, CONTEXT.md section 5 step 5, so these compare solvers
# under one fixed phi and never rank one phi against another; a ratio
# taken across two phi here is a ratio of volumes in two different spaces
# and means nothing. all three move with the cardinality, r-16, which is
# why every row states the one it was computed at.
problem,phi,solver,metric,n_seeds,n_evals,cardinality,reference_size,sampling_mode,include_singular_segments,hv_reference_rule,hv_reference_point,median,q1,q3,iqr
p0,ls,random_search,spread,5,20000,20000,0,farthest_point,False,reference_front_nadir_plus_range_tenth,0.1 2.2 0.0 1.1,2.4493176475298712,2.449266143124056,2.4493348660047327,6.87228806768303e-05
p0,ls,random_search,spread,5,5000,5000,0,farthest_point,False,reference_front_nadir_plus_range_tenth,0.1 2.2 0.0 1.1,2.448737592819348,2.4486349969333503,2.448936888648233,0.00030189171488270716
p0,lu,mopso,spread,5,20000,200,0,farthest_point,False,reference_front_nadir_plus_range_tenth,0.1 1.1 0.0 1.1,1.7320508075688772,1.7320508075688772,1.7320508075688772,0.0
p0,lu,mopso,spread,5,5000,200,0,farthest_point,False,reference_front_nadir_plus_range_tenth,0.1 1.1 0.0 1.1,1.7320508075688772,1.7320508075688772,1.7320508075688772,0.0
p0,lu,nsga2,spread,5,20000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,0.1 1.1 0.0 1.1,1.731986909093023,1.7319681429554774,1.7320052714948733,3.7128539395858695e-05
p0,lu,nsga2,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,0.1 1.1 0.0 1.1,1.7317279734576154,1.7317248257412547,1.73176476997327,3.99442320151433e-05
p0,lu,random_search,spread,5,20000,20000,0,farthest_point,False,reference_front_nadir_plus_range_tenth,0.1 1.1 0.0 1.1,1.7319273604459384,1.731900545242374,1.7319591062186988,5.8560976324839586e-05
p0,lu,random_search,spread,5,5000,5000,0,farthest_point,False,reference_front_nadir_plus_range_tenth,0.1 1.1 0.0 1.1,1.731599205196488,1.7315434795633209,1.7316736249378595,0.00013014537453859276
p1,cw,mopso,hypervolume,5,20000,200,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,4.066003595762805,4.06569351030195,4.066255717308312,0.0005622070063626694
p1,cw,mopso,hypervolume,5,5000,200,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,4.065802516703454,4.065599840729102,4.069164356284768,0.003564515555665615
p1,cw,mopso,igd,5,20000,200,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,0.06579533832845161,0.06384032234084187,0.06673536946897095,0.0028950471281290746
p1,cw,mopso,igd,5,20000,200,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,0.06627372957248544,0.06435879866881755,0.06809285576194657,0.0037340570931290173
p1,cw,mopso,igd,5,5000,200,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,0.06510118249719349,0.06432726622492355,0.06675073968100198,0.0024234734560784343
p1,cw,mopso,igd,5,5000,200,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,0.06634082482682561,0.06478712561463286,0.06795638706247473,0.0031692614478418674
p1,cw,mopso,spread,5,20000,200,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,3.2280827522668307,3.0657954827337917,3.644460342074327,0.5786648593405355
p1,cw,mopso,spread,5,5000,200,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,3.399956711924244,3.1735456011996934,3.429467379909852,0.2559217787101584
p1,cw,nsga2,hypervolume,5,20000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,4.016378158601688,4.010917475124813,4.016581846507299,0.005664371382485989
p1,cw,nsga2,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,4.019417894511529,4.016115210725138,4.021107358222954,0.0049921474978162905
p1,cw,nsga2,igd,5,20000,100,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,0.11298616058723578,0.10760455234324424,0.11888803099249949,0.011283478649255246
p1,cw,nsga2,igd,5,20000,100,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,0.1119070379004421,0.106602758713567,0.11824129215260215,0.011638533439035148
p1,cw,nsga2,igd,5,5000,100,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,0.10946839029684091,0.10715363427968984,0.12180815716432603,0.014654522884636187
p1,cw,nsga2,igd,5,5000,100,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,0.1084807859846662,0.10668883675119863,0.11978180690267745,0.013092970151478825
p1,cw,nsga2,spread,5,20000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,3.152745045275704,3.1094861784481025,3.163304376986084,0.05381819853798131
p1,cw,nsga2,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,3.0977867653388147,3.042335334177581,3.1236476275148726,0.0813122933372914
p1,cw,random_search,hypervolume,5,20000,5742,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,4.115428613263299,4.115417927154188,4.115467730580631,4.9803426443340015e-05
p1,cw,random_search,hypervolume,5,5000,1528,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,4.1078932524964,4.10785185966738,4.108254865819563,0.0004030061521831385
p1,cw,random_search,igd,5,20000,5742,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,0.01058092553359486,0.010532839735608302,0.01063355046664089,0.00010071073103258728
p1,cw,random_search,igd,5,20000,5742,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,0.010697532972836071,0.01067652834796139,0.010776184493251705,9.965614529031455e-05
p1,cw,random_search,igd,5,5000,1528,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,0.020972285643541727,0.020559327136371642,0.021072199610240643,0.0005128724738690006
p1,cw,random_search,igd,5,5000,1528,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,0.021219394115778212,0.02072196397430161,0.021338174126564215,0.0006162101522626043
p1,cw,random_search,spread,5,20000,5742,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,3.5442753800118663,3.207863525824308,3.758753488694838,0.5508899628705302
p1,cw,random_search,spread,5,5000,1528,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.574437195535969 0.6833396041552189 3.583678226952843 0.74375,3.66392565135302,3.451788584575018,3.710962205529856,0.2591736209548383
p1,ls,mopso,hypervolume,5,20000,200,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,20.387908109354722,20.38086117703335,20.38842417104069,0.007562994007340507
p1,ls,mopso,hypervolume,5,5000,200,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,20.385651645561264,20.360443367033355,20.390503671103556,0.030060304070200772
p1,ls,mopso,igd,5,20000,200,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,0.09656593476071322,0.09494948250090907,0.09820871324317527,0.0032592307422662087
p1,ls,mopso,igd,5,20000,200,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,0.09940750757974916,0.09638959724960332,0.09991151672385916,0.0035219194742558413
p1,ls,mopso,igd,5,5000,200,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,0.0969667410951015,0.09237471365284242,0.09943634601643085,0.007061632363588435
p1,ls,mopso,igd,5,5000,200,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,0.09780340759251169,0.09282720807375301,0.10105842130840968,0.00823121323465667
p1,ls,mopso,spread,5,20000,200,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,4.9622934545528326,4.542644577075722,5.1501174862975985,0.6074729092218769
p1,ls,mopso,spread,5,5000,200,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,4.723541686209536,4.603686171046355,4.776861209885943,0.17317503883958807
p1,ls,nsga2,hypervolume,5,20000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,19.9260113342392,19.885344725193743,19.94820379790643,0.06285907271268698
p1,ls,nsga2,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,19.932927944562124,19.805017337595388,19.960293565413714,0.15527622781832662
p1,ls,nsga2,igd,5,20000,100,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,0.15616605771835954,0.15521023249503269,0.1737389067946613,0.018528674299628622
p1,ls,nsga2,igd,5,20000,100,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,0.156759498763647,0.15406852703726326,0.17675668362491503,0.022688156587651775
p1,ls,nsga2,igd,5,5000,100,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,0.17208015731507112,0.15742195252978655,0.17480347777683722,0.017381525247050666
p1,ls,nsga2,igd,5,5000,100,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,0.17305995720907297,0.15822345729783127,0.17552192739894723,0.01729847010111596
p1,ls,nsga2,spread,5,20000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,4.470300726420755,4.410171027935028,4.557030102150237,0.14685907421520916
p1,ls,nsga2,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,4.5652584262510905,4.558728616143296,4.578554094472406,0.019825478329110524
p1,ls,random_search,hypervolume,5,20000,8467,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,20.82416786356159,20.824156855532596,20.824295398215952,0.00013854268335578013
p1,ls,random_search,hypervolume,5,5000,2220,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,20.77586144445648,20.77454428004232,20.776497148682125,0.0019528686398047057
p1,ls,random_search,igd,5,20000,8467,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,0.012378653863722508,0.012327578993623401,0.012520541657983848,0.0001929626643604465
p1,ls,random_search,igd,5,20000,8467,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,0.012571329400872506,0.012408916139676733,0.01265700650381612,0.00024809036413938647
p1,ls,random_search,igd,5,5000,2220,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,0.02516731789789867,0.024867907132002334,0.025168028182373358,0.00030012105037102374
p1,ls,random_search,igd,5,5000,2220,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,0.02528612683565807,0.02506864430342647,0.025547091108690943,0.0004784468052644736
p1,ls,random_search,spread,5,20000,8467,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,4.469159944053621,4.45036162779284,4.680248576492737,0.2298869486998969
p1,ls,random_search,spread,5,5000,2220,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.525028639689571 1.4875 3.4010418122570463 1.4875,4.536467732749829,4.5324016754639045,4.621947891911656,0.08954621644775163
p1,lu,mopso,hypervolume,5,20000,200,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,7.8514899449503135,7.848027915955694,7.854508961248494,0.00648104529280058
p1,lu,mopso,hypervolume,5,5000,200,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,7.847089294347338,7.8436020254352945,7.8476633741395325,0.004061348704238021
p1,lu,mopso,igd,5,20000,200,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,0.03767776673453903,0.037302113837172295,0.038233892216414246,0.0009317783792419515
p1,lu,mopso,igd,5,20000,200,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,0.03767776673453903,0.037302113837172295,0.038233892216414246,0.0009317783792419515
p1,lu,mopso,igd,5,5000,200,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,0.03969593540676392,0.03923330785471569,0.04164124319995867,0.00240793534524298
p1,lu,mopso,igd,5,5000,200,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,0.03969593540676392,0.03923330785471569,0.04164124319995867,0.00240793534524298
p1,lu,mopso,spread,5,20000,200,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,3.198155614633989,3.1971748542910627,3.2912470400594898,0.09407218576842702
p1,lu,mopso,spread,5,5000,200,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,3.2349056007056793,3.2014781957351235,3.2541118707960046,0.052633675060881124
p1,lu,nsga2,hypervolume,5,20000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,7.7363774710573985,7.725672377558336,7.7420491562628975,0.016376778704561445
p1,lu,nsga2,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,7.716773529842182,7.716116160672632,7.744516633720684,0.028400473048051822
p1,lu,nsga2,igd,5,20000,100,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,0.054818934496171756,0.05147016773278395,0.0587807790979259,0.007310611365141953
p1,lu,nsga2,igd,5,20000,100,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,0.054818934496171756,0.05147016773278395,0.0587807790979259,0.007310611365141953
p1,lu,nsga2,igd,5,5000,100,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,0.05365699126143448,0.05342933638471548,0.055217795188469115,0.0017884588037536328
p1,lu,nsga2,igd,5,5000,100,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,0.05365699126143448,0.05342933638471548,0.055217795188469115,0.0017884588037536328
p1,lu,nsga2,spread,5,20000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,3.159559578472147,3.1171810511507716,3.181975785426708,0.06479473427593652
p1,lu,nsga2,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,3.132764454060783,3.1177069327761413,3.140008498400166,0.022301565624024633
p1,lu,random_search,hypervolume,5,20000,2077,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,7.964864632169631,7.964515082061383,7.9653169057973265,0.0008018237359435076
p1,lu,random_search,hypervolume,5,5000,608,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,7.93089868272658,7.930453784437753,7.931096769071083,0.0006429846333304567
p1,lu,random_search,igd,5,20000,2077,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,0.01000415901469058,0.009985254958343133,0.010017309768035958,3.205480969282505e-05
p1,lu,random_search,igd,5,20000,2077,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,0.01000415901469058,0.009985254958343133,0.010017309768035958,3.205480969282505e-05
p1,lu,random_search,igd,5,5000,608,1000,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,0.01964269039865375,0.019631444312394213,0.019643074660599405,1.1630348205192431e-05
p1,lu,random_search,igd,5,5000,608,1000,farthest_point,True,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,0.01964269039865375,0.019631444312394213,0.019643074660599405,1.1630348205192431e-05
p1,lu,random_search,spread,5,20000,2077,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,3.1360740563835807,3.1263225546479156,3.152212942947746,0.02589038829983048
p1,lu,random_search,spread,5,5000,608,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.6772585349212235 2.4424376838059634 1.3686247601461918 1.5730106495445006,3.1477242823418554,3.1382084706936677,3.1677737109883197,0.029565240294652018

block,decision_space
# hausdorff, coverage, overlap and cross evaluation are computed on the
# recovered sets in the decision space, which is the one space every phi
# shares, so these are the metrics comparable across phi and this is the
# block a phi comparison is read from. a row whose status is check has one
# direction fixed by a containment before any solver ran, r-06 and r-11,
# so a difference there is in part a theorem; only a row whose status is
# finding carries the sensitivity signal.
problem,phi_a,phi_b,status,metric,n_seeds,n_evals,cardinality_a,cardinality_b,delta,box_scale,containment_violations,note,median,q1,q3,iqr
p0,ls,cw,check,coverage_a_in_b,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.1,0.1,0.1,0.0
p0,ls,cw,check,coverage_a_in_b,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.11,0.095,0.115,0.020000000000000004
p0,ls,cw,check,coverage_b_in_a,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,ls,cw,check,coverage_b_in_a,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,ls,cw,check,cross_a_under_b,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.01,0.01,0.015,0.004999999999999999
p0,ls,cw,check,cross_a_under_b,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.015,0.01,0.015,0.004999999999999999
p0,ls,cw,check,cross_b_under_a,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,ls,cw,check,cross_b_under_a,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,ls,cw,check,hausdorff_a_to_b,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
