# metrics table, written by src/reporting.py, subpart d3. two blocks with
# different columns, and the split is the content and not the layout.
# every value is a median with its interquartile range over the seed count in
# the same row, and every row states the evaluation budget and the
# cardinality it was computed at. no cell is one run.

block,objective_space
# hypervolume, igd and spread are computed on the (k, 2m) rows of one
# phi's image. each phi maps the same problem into a different space on a
# different scale, CONTEXT.md section 5 step 5, so these compare solvers
# under one fixed phi and never rank one phi against another; a ratio
# taken across two phi here is a ratio of volumes in two different spaces
# and means nothing. all three move with the cardinality, r-16, which is
# why every row states the one it was computed at.
problem,phi,solver,metric,n_seeds,n_evals,cardinality,reference_size,sampling_mode,include_singular_segments,hv_reference_rule,hv_reference_point,median,q1,q3,iqr

block,decision_space
# hausdorff, coverage, overlap and cross evaluation are computed on the
# recovered sets in the decision space, which is the one space every phi
# shares, so these are the metrics comparable across phi and this is the
# block a phi comparison is read from. a row whose status is check has one
# direction fixed by a containment before any solver ran, r-06 and r-11,
# so a difference there is in part a theorem; only a row whose status is
# finding carries the sensitivity signal.
problem,phi_a,phi_b,status,metric,n_seeds,n_evals,cardinality_a,cardinality_b,delta,box_scale,containment_violations,note,median,q1,q3,iqr
ibk1,ls,cw,check,cross_b_under_a,5,5000,145,106,1.4142135623730951,28.284271247461902,0,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
ibk1,ls,cw,check,cross_b_under_a,5,20000,465,340,1.4142135623730951,28.284271247461902,0,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
ibk1,ls,cw,check,hausdorff_a_to_b,5,5000,145,106,1.4142135623730951,28.284271247461902,0,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.6997378893540933,0.6078513069969663,0.7118965696444405,0.10404526264747416
ibk1,ls,cw,check,hausdorff_a_to_b,5,20000,465,340,1.4142135623730951,28.284271247461902,0,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.4859520917278692,0.470493486732413,0.605374578220926,0.13488109148851302
ibk1,ls,cw,check,hausdorff_b_to_a,5,5000,145,106,1.4142135623730951,28.284271247461902,0,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.0,0.0,0.0,0.0
ibk1,ls,cw,check,hausdorff_b_to_a,5,20000,465,340,1.4142135623730951,28.284271247461902,0,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.0,0.0,0.0,0.0
ibk1,ls,cw,check,hausdorff_symmetric,5,5000,145,106,1.4142135623730951,28.284271247461902,0,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.6997378893540933,0.6078513069969663,0.7118965696444405,0.10404526264747416
ibk1,ls,cw,check,hausdorff_symmetric,5,20000,465,340,1.4142135623730951,28.284271247461902,0,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.4859520917278692,0.470493486732413,0.605374578220926,0.13488109148851302
ibk1,ls,cw,check,overlap,5,5000,145,106,0.0,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is zero, so the row is the shared count over the count, with no tolerance in it at all; the three sets are index sets over one array, so two vectors are the same point bitwise or they are two points; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.8571428571428571,0.8446215139442231,0.8652482269503546,0.020626713006131503
ibk1,ls,cw,check,overlap,5,5000,145,106,1.4142135623730951,28.284271247461902,0,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
ibk1,ls,cw,check,overlap,5,20000,465,340,0.0,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is zero, so the row is the shared count over the count, with no tolerance in it at all; the three sets are index sets over one array, so two vectors are the same point bitwise or they are two points; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.8429561200923787,0.842911877394636,0.8433121019108281,0.00040022451619203814
ibk1,ls,cw,check,overlap,5,20000,465,340,1.4142135623730951,28.284271247461902,0,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
ibk1,lu,cw,finding,coverage_a_in_b,5,5000,121,106,0.0,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is zero, so the row is the shared count over the count, with no tolerance in it at all; the three sets are index sets over one array, so two vectors are the same point bitwise or they are two points; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",0.8151260504201681,0.8145695364238411,0.8409090909090909,0.026339554485249828
ibk1,lu,cw,finding,coverage_a_in_b,5,5000,121,106,1.4142135623730951,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",1.0,1.0,1.0,0.0
ibk1,lu,cw,finding,coverage_a_in_b,5,20000,380,340,0.0,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is zero, so the row is the shared count over the count, with no tolerance in it at all; the three sets are index sets over one array, so two vectors are the same point bitwise or they are two points; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",0.8376470588235294,0.8342105263157895,0.8378378378378378,0.0036273115220483154
ibk1,lu,cw,finding,coverage_a_in_b,5,20000,380,340,1.4142135623730951,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",1.0,1.0,1.0,0.0
ibk1,lu,cw,finding,coverage_b_in_a,5,5000,121,106,0.0,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is zero, so the row is the shared count over the count, with no tolerance in it at all; the three sets are index sets over one array, so two vectors are the same point bitwise or they are two points; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",0.9117647058823529,0.9098360655737705,0.9150943396226415,0.0052582740488710256
ibk1,lu,cw,finding,coverage_b_in_a,5,5000,121,106,1.4142135623730951,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",1.0,1.0,1.0,0.0
ibk1,lu,cw,finding,coverage_b_in_a,5,20000,380,340,0.0,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is zero, so the row is the shared count over the count, with no tolerance in it at all; the three sets are index sets over one array, so two vectors are the same point bitwise or they are two points; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",0.9393939393939394,0.9365558912386707,0.9442970822281167,0.007741190989446034
ibk1,lu,cw,finding,coverage_b_in_a,5,20000,380,340,1.4142135623730951,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",1.0,1.0,1.0,0.0
ibk1,lu,cw,finding,cross_a_under_b,5,5000,121,106,1.4142135623730951,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",0.8151260504201681,0.8145695364238411,0.8409090909090909,0.026339554485249828
ibk1,lu,cw,finding,cross_a_under_b,5,20000,380,340,1.4142135623730951,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",0.8376470588235294,0.8342105263157895,0.8405405405405405,0.0063300142247509905
ibk1,lu,cw,finding,cross_b_under_a,5,5000,121,106,1.4142135623730951,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",0.9117647058823529,0.9098360655737705,0.9150943396226415,0.0052582740488710256
ibk1,lu,cw,finding,cross_b_under_a,5,20000,380,340,1.4142135623730951,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",0.9395770392749244,0.9393939393939394,0.9442970822281167,0.004903142834177254
ibk1,lu,cw,finding,hausdorff_a_to_b,5,5000,121,106,1.4142135623730951,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",0.5062602899676502,0.4779600552491583,0.5490991802448951,0.07113912499573682
ibk1,lu,cw,finding,hausdorff_a_to_b,5,20000,380,340,1.4142135623730951,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",0.33375168335507926,0.31558292554776757,0.3469430638401267,0.03136013829235912
ibk1,lu,cw,finding,hausdorff_b_to_a,5,5000,121,106,1.4142135623730951,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",0.4657745004840551,0.4366718394530072,0.5616297988886582,0.12495795943565097
ibk1,lu,cw,finding,hausdorff_b_to_a,5,20000,380,340,1.4142135623730951,28.284271247461902,,"measured on random search's one filtered sample, so the two sets differ only through the order; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from. **on I-BK1 this pair nests as well**: f2 section 3.1 derives X_cw strictly inside X_lu from the closed forms, which docs/part1/a_close_containment.md's criterion does not predict in either direction and which f2 section 3.2 records as a finding about this problem. so the headline convention of docs/part1/part1_closing.md section 3.1 does not apply here, there being no non-nested pair at all, and this row is not a measured difference between two orders",0.23636589122882184,0.20534790444246337,0.2521442396112153,0.046796335168751924
